Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            0,      6.752224, ,             0,      6.665401, ,             0,      6.514459, ,             0,      6.361245, ,             0,      6.261212, ,             0,      6.096298, ,             0,      6.074695, ,             0,      6.027109, ,             0,      5.934478, ,             0,      5.871854, ,             0,      5.855231, ,             0,      5.845075, ,             0,      7.407654, ,             0,      7.153785, ,             0,        7.0253, ,             0,       6.97431, , 
          0.2,      6.669737, ,           0.2,       6.58316, ,           0.2,      6.434496, ,           0.2,      6.282271, ,           0.2,      6.188748, ,           0.2,      6.051446, ,           0.2,      6.034242, ,           0.2,      5.993469, ,           0.2,      5.908743, ,           0.2,      5.852664, ,           0.2,      5.839919, ,           0.2,      5.832068, ,           0.2,      7.359195, ,           0.2,      7.098015, ,           0.2,      6.962174, ,           0.2,      6.907429, , 
          0.4,      6.599416, ,           0.4,      6.502384, ,           0.4,      6.355629, ,           0.4,      6.209795, ,           0.4,      6.130663, ,           0.4,      5.997334, ,           0.4,      5.982111, ,           0.4,      5.946768, ,           0.4,       5.87613, ,           0.4,      5.830653, ,           0.4,      5.809311, ,           0.4,      5.796469, ,           0.4,      7.317598, ,           0.4,      7.050163, ,           0.4,      6.906758, ,           0.4,       6.84801, , 
          0.6,       6.54445, ,           0.6,      6.448979, ,           0.6,       6.28829, ,           0.6,      6.165207, ,           0.6,      6.087486, ,           0.6,      5.951213, ,           0.6,      5.934861, ,           0.6,      5.898904, ,           0.6,      5.833842, ,           0.6,       5.79458, ,           0.6,      5.781675, ,           0.6,      5.773764, ,           0.6,      7.282315, ,           0.6,      7.010003, ,           0.6,      6.860311, ,           0.6,      6.798404, , 
          0.8,      6.502846, ,           0.8,      6.407128, ,           0.8,      6.246365, ,           0.8,      6.109646, ,           0.8,      6.039866, ,           0.8,      5.921259, ,           0.8,      5.906334, ,           0.8,      5.873347, ,           0.8,      5.818367, ,           0.8,      5.776258, ,           0.8,      5.766938, ,           0.8,      5.761064, ,           0.8,      7.252895, ,           0.8,      6.976984, ,           0.8,       6.82307, ,           0.8,      6.758818, , 
            1,      6.458463, ,             1,      6.359876, ,             1,      6.212967, ,             1,       6.07724, ,             1,       6.01348, ,             1,      5.906813, ,             1,      5.888278, ,             1,      5.846034, ,             1,      5.805921, ,             1,      5.767127, ,             1,      5.758443, ,             1,      5.752901, ,             1,      7.228906, ,             1,      6.950282, ,             1,      6.793338, ,             1,      6.727959, , 
          1.2,      6.432281, ,           1.2,      6.333024, ,           1.2,      6.180011, ,           1.2,      6.051381, ,           1.2,      5.984699, ,           1.2,      5.882838, ,           1.2,      5.867855, ,           1.2,      5.834927, ,           1.2,      5.786873, ,           1.2,      5.763635, ,           1.2,      5.746856, ,           1.2,      5.737378, ,           1.2,       7.20996, ,           1.2,      6.929183, ,           1.2,      6.769878, ,           1.2,      6.703733, , 
          1.4,      6.413985, ,           1.4,      6.314861, ,           1.4,       6.15505, ,           1.4,      6.029439, ,           1.4,      5.972609, ,           1.4,      5.881729, ,           1.4,      5.867395, ,           1.4,      5.835377, ,           1.4,      5.787747, ,           1.4,       5.76582, ,           1.4,       5.74909, ,           1.4,      5.739645, ,           1.4,       7.19562, ,           1.4,      6.913137, ,           1.4,      6.751879, ,           1.4,      6.685186, , 
          1.6,      6.402169, ,           1.6,      6.304206, ,           1.6,      6.145249, ,           1.6,      6.023163, ,           1.6,      5.972944, ,           1.6,      5.884273, ,           1.6,      5.871129, ,           1.6,      5.841868, ,           1.6,      5.795286, ,           1.6,      5.773235, ,           1.6,       5.75932, ,           1.6,      5.750851, ,           1.6,      7.185533, ,           1.6,      6.901804, ,           1.6,      6.739286, ,           1.6,      6.672246, , 
          1.8,      6.394647, ,           1.8,      6.298814, ,           1.8,      6.141323, ,           1.8,      6.027559, ,           1.8,      5.978351, ,           1.8,      5.890007, ,           1.8,      5.876603, ,           1.8,      5.849078, ,           1.8,      5.812493, ,           1.8,      5.787412, ,           1.8,      5.777157, ,           1.8,      5.770491, ,           1.8,       7.17939, ,           1.8,      6.894924, ,           1.8,       6.73189, ,           1.8,      6.664772, , 
            2,      6.395334, ,             2,      6.300436, ,             2,      6.146353, ,             2,      6.031443, ,             2,      5.983605, ,             2,      5.901273, ,             2,      5.889081, ,             2,      5.863223, ,             2,      5.828642, ,             2,      5.805319, ,             2,      5.795801, ,             2,      5.789703, ,             2,      7.176911, ,             2,      6.892017, ,             2,      6.729205, ,             2,       6.66206, , 
          2.2,      6.394482, ,           2.2,      6.300991, ,           2.2,        6.1479, ,           2.2,      6.034509, ,           2.2,      5.988711, ,           2.2,      5.912817, ,           2.2,      5.900257, ,           2.2,      5.874114, ,           2.2,      5.841031, ,           2.2,      5.819391, ,           2.2,      5.809505, ,           2.2,      5.803644, ,           2.2,      7.177892, ,           2.2,      6.892937, ,           2.2,      6.730453, ,           2.2,      6.663452, , 
          2.4,      6.401907, ,           2.4,       6.31042, ,           2.4,      6.160344, ,           2.4,      6.050587, ,           2.4,      6.008684, ,           2.4,      5.936851, ,           2.4,       5.92413, ,           2.4,      5.898708, ,           2.4,      5.867074, ,           2.4,      5.844317, ,           2.4,      5.833823, ,           2.4,      5.827713, ,           2.4,      7.182163, ,           2.4,      6.897255, ,           2.4,      6.734801, ,           2.4,      6.667976, , 
          2.6,      6.412841, ,           2.6,       6.32316, ,           2.6,      6.176022, ,           2.6,      6.069916, ,           2.6,      6.031289, ,           2.6,      5.962834, ,           2.6,      5.951133, ,           2.6,      5.927228, ,           2.6,      5.897073, ,           2.6,      5.874171, ,           2.6,      5.863476, ,           2.6,       5.85722, ,           2.6,      7.189461, ,           2.6,      6.904638, ,           2.6,      6.741976, ,           2.6,      6.675173, , 
          2.8,       6.42659, ,           2.8,      6.338953, ,           2.8,       6.19361, ,           2.8,      6.088728, ,           2.8,      6.051182, ,           2.8,      5.985741, ,           2.8,      5.974408, ,           2.8,      5.950804, ,           2.8,       5.92123, ,           2.8,      5.900013, ,           2.8,      5.889338, ,           2.8,      5.883076, ,           2.8,      7.199651, ,           2.8,      6.915104, ,           2.8,      6.752245, ,           2.8,      6.685412, , 
            3,        6.4443, ,             3,       6.35856, ,             3,      6.215479, ,             3,      6.117505, ,             3,      6.080552, ,             3,      6.016812, ,             3,      6.006222, ,             3,      5.983835, ,             3,        5.9555, ,             3,      5.935184, ,             3,      5.925147, ,             3,      5.919186, ,             3,      7.212472, ,             3,      6.928524, ,             3,      6.765938, ,             3,      6.699219, , 
          3.2,      6.467722, ,           3.2,      6.384809, ,           3.2,      6.242466, ,           3.2,      6.147548, ,           3.2,      6.112653, ,           3.2,      6.051346, ,           3.2,      6.040856, ,           3.2,      6.018794, ,           3.2,      5.990989, ,           3.2,      5.971084, ,           3.2,      5.961337, ,           3.2,      5.955549, ,           3.2,      7.248897, ,           3.2,      6.952762, ,           3.2,       6.78585, ,           3.2,      6.720454, , 
          3.4,       6.49053, ,           3.4,      6.409984, ,           3.4,      6.272493, ,           3.4,      6.179918, ,           3.4,      6.146879, ,           3.4,       6.08631, ,           3.4,       6.07476, ,           3.4,      6.053823, ,           3.4,      6.029429, ,           3.4,      6.010122, ,           3.4,      6.000507, ,           3.4,      5.994813, ,           3.4,      7.266737, ,           3.4,      6.971365, ,           3.4,      6.805449, ,           3.4,       6.74071, , 
          3.6,      6.517469, ,           3.6,      6.437633, ,           3.6,      6.304033, ,           3.6,      6.212026, ,           3.6,      6.177066, ,           3.6,      6.119287, ,           3.6,      6.108807, ,           3.6,      6.087941, ,           3.6,       6.06302, ,           3.6,      6.044213, ,           3.6,      6.034938, ,           3.6,      6.029447, ,           3.6,      7.286771, ,           3.6,      6.992196, ,           3.6,      6.827407, ,           3.6,      6.763429, , 
          3.8,      6.547323, ,           3.8,      6.468839, ,           3.8,      6.334288, ,           3.8,      6.244843, ,           3.8,      6.213107, ,           3.8,      6.157912, ,           3.8,      6.147518, ,           3.8,      6.126562, ,           3.8,       6.10209, ,           3.8,      6.083838, ,           3.8,      6.074786, ,           3.8,       6.06943, ,           3.8,       7.30892, ,           3.8,      7.015244, ,           3.8,      6.851526, ,           3.8,      6.788366, , 
            4,      6.578886, ,             4,      6.501717, ,             4,      6.370054, ,             4,      6.282071, ,             4,      6.251359, ,             4,      6.198806, ,             4,      6.188534, ,             4,      6.167352, ,             4,      6.143131, ,             4,      6.126095, ,             4,      6.117046, ,             4,      6.111697, ,             4,      7.333084, ,             4,      7.040345, ,             4,      6.877849, ,             4,      6.815524, , 
          4.2,      6.612389, ,           4.2,      6.536601, ,           4.2,      6.407121, ,           4.2,      6.320378, ,           4.2,      6.290053, ,           4.2,       6.23936, ,           4.2,      6.229854, ,           4.2,      6.209761, ,           4.2,      6.185216, ,           4.2,      6.168391, ,           4.2,      6.159871, ,           4.2,      6.154836, ,           4.2,      7.359053, ,           4.2,      7.067224, ,           4.2,      6.906201, ,           4.2,      6.844848, , 
          4.4,      6.647616, ,           4.4,      6.573301, ,           4.4,      6.445544, ,           4.4,      6.359911, ,           4.4,      6.330271, ,           4.4,      6.281161, ,           4.4,      6.271996, ,           4.4,      6.252735, ,           4.4,       6.22853, ,           4.4,      6.211682, ,           4.4,      6.203533, ,           4.4,      6.198598, ,           4.4,      7.386712, ,           4.4,      7.095709, ,           4.4,      6.936254, ,           4.4,      6.875958, , 
          4.6,      6.684697, ,           4.6,      6.611197, ,           4.6,      6.484793, ,           4.6,      6.400166, ,           4.6,      6.370837, ,           4.6,      6.322666, ,           4.6,      6.313807, ,           4.6,      6.295293, ,           4.6,      6.272215, ,           4.6,      6.255639, ,           4.6,      6.247486, ,           4.6,      6.242607, ,           4.6,       7.41624, ,           4.6,      7.125859, ,           4.6,      6.967999, ,           4.6,      6.908837, , 
          4.8,      6.723159, ,           4.8,      6.650947, ,           4.8,      6.526333, ,           4.8,      6.442642, ,           4.8,      6.413659, ,           4.8,      6.366472, ,           4.8,      6.357835, ,           4.8,      6.339891, ,           4.8,      6.317635, ,           4.8,      6.301252, ,           4.8,      6.293283, ,           4.8,      6.288666, ,           4.8,       7.44843, ,           4.8,      7.157843, ,           4.8,      7.001299, ,           4.8,      6.943241, , 
            5,      6.762882, ,             5,      6.691695, ,             5,      6.568915, ,             5,      6.486499, ,             5,      6.457817, ,             5,      6.410741, ,             5,      6.402242, ,             5,      6.384745, ,             5,       6.36307, ,             5,      6.347091, ,             5,      6.339209, ,             5,      6.334589, ,             5,      7.482331, ,             5,      7.191475, ,             5,       7.03612, ,             5,      6.979135, , 
          5.2,      6.803843, ,           5.2,      6.733623, ,           5.2,      6.612202, ,           5.2,      6.530379, ,           5.2,      6.502008, ,           5.2,      6.456094, ,           5.2,      6.447748, ,           5.2,      6.430442, ,           5.2,      6.408707, ,           5.2,      6.392788, ,           5.2,      6.384904, ,           5.2,       6.38031, ,           5.2,      7.517634, ,           5.2,      7.226514, ,           5.2,      7.072455, ,           5.2,      7.016514, , 
          5.4,      6.847676, ,           5.4,      6.777178, ,           5.4,      6.656955, ,           5.4,      6.576357, ,           5.4,      6.548335, ,           5.4,      6.502812, ,           5.4,      6.494586, ,           5.4,      6.477753, ,           5.4,      6.456882, ,           5.4,      6.441398, ,           5.4,      6.433544, ,           5.4,      6.428946, ,           5.4,       7.56027, ,           5.4,      7.265012, ,           5.4,      7.114283, ,           5.4,      7.059363, , 
          5.6,      6.890712, ,           5.6,      6.821192, ,           5.6,      6.702197, ,           5.6,      6.622446, ,           5.6,      6.594809, ,           5.6,       6.55006, ,           5.6,      6.541963, ,           5.6,      6.525286, ,           5.6,       6.50484, ,           5.6,       6.48973, ,           5.6,      6.482102, ,           5.6,      6.477622, ,           5.6,      7.598582, ,           5.6,      7.302639, ,           5.6,      7.153198, ,           5.6,      7.099198, , 
          5.8,      6.934704, ,           5.8,      6.866031, ,           5.8,      6.748335, ,           5.8,      6.669453, ,           5.8,      6.642043, ,           5.8,      6.597755, ,           5.8,       6.58978, ,           5.8,      6.573407, ,           5.8,      6.553512, ,           5.8,        6.5389, ,           5.8,      6.531524, ,           5.8,      6.527136, ,           5.8,      7.638528, ,           5.8,      7.341566, ,           5.8,      7.193277, ,           5.8,       7.14016, , 
            6,      6.979593, ,             6,      6.911704, ,             6,      6.795428, ,             6,      6.717341, ,             6,      6.690363, ,             6,      6.646568, ,             6,      6.638625, ,             6,      6.622286, ,             6,      6.602495, ,             6,      6.588122, ,             6,      6.580872, ,             6,      6.576565, ,             6,      7.679985, ,             6,      7.381759, ,             6,      7.234492, ,             6,      7.182203, , 
          6.2,      7.025276, ,           6.2,      6.958169, ,           6.2,      6.843078, ,           6.2,      6.765973, ,           6.2,      6.739113, ,           6.2,      6.695755, ,           6.2,       6.68798, ,           6.2,      6.672053, ,           6.2,      6.652648, ,           6.2,      6.638549, ,           6.2,       6.63145, ,           6.2,      6.627237, ,           6.2,      7.723076, ,           6.2,      7.423155, ,           6.2,      7.276761, ,           6.2,      7.225221, , 
          6.4,      7.072746, ,           6.4,       7.00531, ,           6.4,      6.891574, ,           6.4,      6.815007, ,           6.4,      6.788388, ,           6.4,      6.745392, ,           6.4,      6.737675, ,           6.4,      6.721882, , , , , , , , , , , , , ,           6.4,      7.774927, ,           6.4,      7.470042, ,           6.4,      7.322093, ,           6.4,      7.270065, , 
          6.6,      7.119845, ,           6.6,       7.05311, ,           6.6,      6.940291, ,           6.6,      6.864554, ,           6.6,      6.838205, ,           6.6,      6.795665, ,           6.6,      6.788018, ,           6.6,       6.77234, , , , , , , , , , , , , ,           6.6,      7.821722, ,           6.6,      7.513836, ,           6.6,      7.366222, ,           6.6,       7.31489, , 
          6.8,      7.167586, ,           6.8,      7.101518, ,           6.8,      6.989744, ,           6.8,      6.914929, ,           6.8,      6.888698, ,           6.8,      6.846454, ,           6.8,      6.838915, ,           6.8,      6.823547, , , , , , , , , , , , , ,           6.8,      7.870679, ,           6.8,      7.558871, ,           6.8,      7.411221, ,           6.8,      7.360526, , 

